"";"GTY_Code";"Flag_CTY_Code";"TFN";"GAR_Code";"Calendar_Year";"AFE_ID";"Month";"Target_TXN_Code";"FAC_Code";"VSZ_Code";"Fishing_Hours";"Fishing_Days";"Vessel_Count";"Haul_Count";"Hook_Count";"Pot_Count";"CC_Season";"Split_Year";"Location";"GTY_rev"
"3808";"OTB";"SUN";2;"5852";1974;2109;9;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1974;1975;"B";"OTB"
"3809";"OTB";"SUN";2;"5852";1974;2115;11;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1974;1975;"B";"OTB"
"3810";"OTB";"SUN";2;"5852";1974;2111;8;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1974;1975;"B";"OTB"
"3811";"OTB";"SUN";2;"5852";1975;2113;5;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1975;1975;"B";"OTB"
"3812";"OTB";"SUN";2;"5852";1975;2116;7;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1975;1976;"B";"OTB"
"3813";"OTB";"SUN";2;"5852";1975;2114;6;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1975;1975;"B";"OTB"
"3814";"OTB";"SUN";2;"5852";1977;2118;8;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1977;1978;"B";"OTB"
"3815";"OTB";"SUN";2;"5852";1977;2117;6;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1977;1977;"B";"OTB"
"3816";"OTB";"SUN";2;"5852";1977;2120;9;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1977;1978;"B";"OTB"
"3817";"OTB";"SUN";2;"5852";1977;2126;7;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1977;1978;"B";"OTB"
"3818";"OTB";"SUN";2;"5852";1977;2121;10;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1977;1978;"B";"OTB"
"3819";"OTB";"SUN";2;"5852";1978;2125;4;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1978;1978;"B";"OTB"
"3820";"OTB";"SUN";2;"5852";1978;2124;5;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1978;1978;"B";"OTB"
"3821";"OTB";"SUN";2;"5852";1978;2122;1;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1978;1978;"B";"OTB"
"3822";"OTB";"SUN";2;"5852";1978;2119;3;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1978;1978;"B";"OTB"
"3823";"OTB";"SUN";2;"5852";1978;2123;2;"ANI";"C";NA;NA;NA;NA;NA;NA;NA;1978;1978;"B";"OTB"
